230,"lastNameText","Last Name"
231,"CountryText","Country"
232,"PasswordText","Password"
233,"CpasswordText","Confirm Password"
234,"acceptterms","Accept Terms"
235,"readterms1","I HAVE READ AND ACCEPT THE"
236,"readterms2","TERMS OF USE AGREEMENT"
237,"readterms3","I AGREE TO ALL OF THE PROVISIONS CONTAINED WITHIN IT."
238,"verifycomptext1","VERIFICATION COMPLETE!"
239,"verifycomptext2","Final Step before you join the community and start profiting!"
240,"verifycomptext3","Enter your details in the form below. (All fields are required)"
241,"acctinfotext","Account information"
242,"allfieldstext","All fields required"
243,"fullnametext","Full Name"
244,"profileHeadText","Profile Headline"
245,"pubprofileurltext","Public Profile URL"
246,"clickheretext","click here"
247,"signuptext","Sign up"
248,"notauthorizedtext","You are not authorized to view this page"
249,"myPointsaccount","my Points account"
250,"myCashaccount","my Cash account"
251,"myEducationaccount","my Education account"
252,"Moneymanagement","Money management"
253,"Howitworks","How it works"
254,"Tirages","prints"
255,"Awards","Awards"
256,"pricelist","price list"
257,"Thewinnerscircle","The winners circle"
258,"Suggestionsreward","Suggestions reward"
259,"articleTitle","Article Title"
260,"pubDate","Published Date"
261,"Calendar","Calendar"
262,"expiryDate","Expiry Date"
263,"Author","Author"
264,"allowtoview","Allow to View"
265,"Administrators","Administrators"
266,"Public","Public"
267,"metatitle","Meta Title"
268,"metadesc","Meta Description"
269,"metakey","Meta Keywords"
270,"commadeli","Comma-delimited"
271,"disporder","Display Order"
272,"released","Released"
273,"addartnow","ADD ARTICLE NOW"
274,"updateartnow","UPDATE ARTICLE NOW"
275,"editlevel3doc","Edit Level 3 Document"
276,"addlevel3doc","Add Level 3 Document"
277,"deletelinktext","Deleting an article also deletes all linked SubArticles. Are you sure you want to delete this article?"
278,"Expired","Expired"
279,"addlevel2doctxt","ADD A LEVEL 2 DOCUMENT"
280,"pluginmod","Plugin Module"
281,"nonetext","NONE"
282,"newsreleasetext","News Releases"
283,"eventscal","Events Calendar"
284,"relatedlinks","Related Links"
285,"documentitle","Document Title"
286,"showonhomepage","Show on Homepage"
287,"adddocno","ADD DOCUMENT NOW"
288,"editlevel32doc","Edit Level 2 Document"
289,"announcedbox","Announcement Box"
290,"updatedocnow","UPDATE DOCUMENT NOW"
291,"alertdoclist1","Deleting a Document also deletes all linked Articles and SubArticles."
292,"alertdoclist2","Are you sure you want to delete this Document?"
293,"managesiteset","Manage Site Settings"
294,"sitesetupdatenote","Your site settings has been updated"
295,"sitecontwidth","Site Content Width"
296,"sitebttncolor","Site Button Color"
297,"notetxt","Note"
298,"notetxt2","Please enter number like 1000px, 2000px and 3000px etc in above box of site content width"
299,"notetxt3","Please click on the box above to change the color via color picker"
300,"notetxt4","Please click on the box above to change the background color via color picker"
301,"saveseti","Save Settings"
302,"notauthtext","You are not authorized to view this page"
303,"followedprojheading","Please refer below the list of Followed projects"
304,"admindash","ADMINISTRATION DASHBOARD"
305,"reportfrom","Report From"
306,"totext","To"
307,"dispdash","DISPLAY DASH"
308,"Registrations","Registrations"
309,"totalreg","Total Registrations"
310,"daterangereg","Date Range Registrations"
311,"Invitations","Invitations"
312,"totalinvite","Total Invitations"
313,"totalsuccess","Total Successful"
314,"overallsucrate","Overall Success Rate"
315,"daterangeinvite","Date Range Invitations"
316,"daterangesucc","Date Range Successful"
317,"daterangesucrate","Date Range Success Rate"
318,"Schools","Schools"
319,"noofschools","Number of Schools"
320,"schoolsregmem","Schools with registered members"
321,"staffregister","Staff Registered"
322,"pointsearned","Points Earned"
323,"Charities","Charities"
324,"noofcharities","Number of Charities"
325,"Feedback","Feedback"
326,"feedback1","IDEAfunL Feedback Given"
327,"Goals","Goals"
328,"avgpermem","Avg. Per Member"
329,"activegoals","Active Goals"
330,"overduegoals","Overdue Goals"
331,"completegoals","Completed Goals"
332,"manageheadsite","Manage Header Section of Site"
333,"headerupnote","Your header content is updated"
334,"footerupnote","Your footer content is updated"
335,"managefootsite","Manage Footer Section of Site"
336,"manageactrew","MANAGE ACTIVITY REWARDS"
337,"addanact","ADD AN ACTIVITY"
338,"prizeentries","Prize Entries"
339,"Education","Education"
340,"addactivity","Add Activity"
341,"Entries","Entries"
342,"addactnow","ADD ACTIVITY NOW"
343,"editactnow","Edit Activity"
344,"alertname","You must enter a Name for this Activity"
345,"alertdispord","You must enter a Display Order for this Activity"
346,"upactnow","UPDATE ACTIVITY NOW"
347,"manageadminN","MANAGE ADMINISTRATORS"
348,"addanadminN","ADD AN ADMNISTRATOR"
349,"deladminalert","Are you sure you want to delete this Administrator"
350,"addanadminTxt","Add an Administrator"
351,"firstnamealert","You must enter a First Name"
352,"lastnamealert","You must enter a Last Name"
353,"emailalert","You must enter an Email Address"
354,"passalert","You must enter a Password"
355,"addnow","ADD NOW"
356,"editthisadmin","Edit this Administrator"
357,"updatenow","UPDATE NOW"
358,"alertBizideas","Are you sure you want to delete this BizIdea"
359,"managebusi","MANAGE BUSINESSES"
360,"addabusi","ADD A BUSINESS"
361,"manageprivbusi","MANAGE PRIVATE BUSINESSES"
362,"Business","Business"
363,"typet","Type"
364,"Display","Display"
365,"Active","Active"
366,"Jobs","Jobs"
367,"addbusi","Add Business"
368,"alertbusi","You must enter the Business Title"
369,"busitypealert","You must select a business Type"
370,"alertbriefsumm","Please enter a brief summary"
371,"selectTypeT","Please select a type"
372,"minage","Minimum Age"
373,"enterminage","Please enter user minimum age first"
374,"Summary","Summary"
375,"thumbimg","Thumbnail Image"
376,"resizethumb","Resizes to 80px(w) x 60px(h) when creating the thumbnail"
377,"badresnote","To avoid bad results please size originals to match scale"
378,"sizenote","i.e. 200px(w) x 150px(h)... 400px(w) x 300px(h)"
379,"addbusinow","ADD BUSINESS NOW"
380,"editbusi","Edit Business"
381,"Idea","Idea"
382,"bizideaalert","Please enter your Biz Idea"
383,"currImage","CURRENT IMAGE"
384,"updatebusinow","UPDATE BUSINESS NOW"
385,"addacharity","ADD A CHARITY"
386,"City","City"
387,"State","State"
388,"Notes","Notes"
389,"for","for"
390,"View","View"
391,"ALL","ALL"
392,"charitieswithmem","CHARITIES WITH MEMBERS"
393,"primarycontact","Primary Contact"
394,"Members","Members"
395,"charitieswithoutmem","CHARITIES WITHOUT MEMBERS"
396,"charitydelalert","Are you sure you want to delete this charity"
397,"charitynamelaert","You must enter a Name for this charity"
398,"pricontfnamelaert","You must enter the first name for the Primary Contact"
399,"pricontlnamelaert","You must enter the last name for the Primary Contact"
400,"validemailalert","Please enter a valid Email Address"
401,"pricontactpassalert","You must enter a password for the Primary Contact"
402,"charitydetails","CHARITY DETAILS"
403,"charityname","Charity Name"
404,"Phone","Phone"
405,"weburl","Website URL"
406,"address1","Address 1"
407,"address2","Address 2"
408,"citytown","City/Town"
409,"Region","Region"
410,"selregion","Select a Region"
411,"streg","State/Region"
412,"addcharitynow","ADD CHARITY NOW"
413,"managecharity","Manage Charity"
414,"viewprofile","VIEW PROFILE"
415,"updateprofile","UPDATE PROFILE"
416,"stafflist","STAFF LIST"
417,"memberlist","MEMBER LIST"
